# BLASTP 2.7.1+
# Query: wtf4
# Database: scy4_scy4/database
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 4 hits found
wtf4	SPOG_03603	40.964	249	110	8	1	236	1	225	1.07e-48	158
# BLASTP 2.7.1+
# Query: wtf4
# Database: scy4_scy4/database
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 6 hits found
wtf4	SPOG_03603	45.957	235	106	7	1	227	1	222	3.66e-60	187
# BLASTP 2.7.1+
# Query: wtf4
# Database: scy4_scy4/database
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 6 hits found
wtf4	SPOG_03603	66.667	39	12	1	1	39	1	38	4.18e-10	53.9
wtf4	XP_013022188.1	64.103	39	14	0	1	39	1	39	5.28e-06	42.4
wtf4	XP_013022189.1	64.103	39	14	0	1	39	1	39	5.63e-06	42.4
wtf4	SPOG_03611	64.103	39	14	0	1	39	1	39	5.83e-06	42.4
# BLASTP 2.7.1+
# Query: wtf4
# Database: scy4_scy4/database
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 4 hits found
wtf4	XP_013022188.1	47.674	86	36	1	1	86	1	77	8.09e-15	68.6
wtf4	XP_013022189.1	47.674	86	36	1	1	86	1	77	1.16e-14	68.6
# BLASTP 2.7.1+
# Query: wtf4
# Database: scy4_scy4/database
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 4 hits found
wtf4	XP_013022188.1	47.674	86	36	1	1	86	1	77	8.09e-15	68.6
wtf4	XP_013022189.1	47.674	86	36	1	1	86	1	77	1.16e-14	68.6
# BLASTP 2.7.1+
# Query: wtf4
# Database: scy4_scy4/database
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 17 hits found
wtf4	SPOG_02647	77.475	2313	516	3	1	2312	1	2309	0.0	3704
# BLASTP 2.7.1+
# Query: wtf4
# Database: scy4_scy4/database
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 4 hits found
# BLASTP 2.7.1+
# Query: wtf4
# Database: scy4_scy4/database
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 4 hits found
# BLASTP 2.7.1+
# Query: wtf4
# Database: scy4_scy4/database
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 4 hits found
wtf4	SPOG_03603	40.909	110	53	3	1	99	1	109	1.53e-17	73.6
wtf4	XP_013022188.1	62.712	59	22	0	1	59	1	59	4.73e-16	69.3
wtf4	XP_013022189.1	62.712	59	22	0	1	59	1	59	5.76e-16	69.3
wtf4	SPOG_03611	62.712	59	22	0	1	59	1	59	8.18e-16	68.9
# BLASTP 2.7.1+
# Query: wtf4
# Database: scy4_scy4/database
