# BLASTP 2.7.1+
# Query: wtf4
# Database: scy4_scy4/database
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 4 hits found
wtf4	SPOG_03603	40.964	249	110	8	1	236	1	225	1.07e-48	158
wtf4	SPOG_03611	36.996	273	112	14	1	258	1	228	1.20e-25	98.6
wtf4	XP_013022188.1	38.839	224	91	11	1	197	1	205	2.77e-22	89.4
wtf4	XP_013022189.1	38.839	224	91	11	1	197	1	205	5.93e-22	89.0
# BLASTP 2.7.1+
# Query: wtf4
# Database: scy4_scy4/database
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 6 hits found
wtf4	SPOG_03603	45.957	235	106	7	1	227	1	222	3.66e-60	187
wtf4	SPOG_03611	35.156	256	130	7	1	248	1	228	1.11e-32	116
wtf4	XP_013022188.1	35.780	218	111	5	1	202	1	205	4.44e-23	91.3
wtf4	XP_013022189.1	35.780	218	111	5	1	202	1	205	7.31e-23	90.9
wtf4	SPOG_03281	24.272	103	61	3	72	174	140	225	0.069	32.0
wtf4	SPOG_04298	35.897	39	24	1	58	96	181	218	0.51	28.9
# BLASTP 2.7.1+
# Query: wtf4
# Database: scy4_scy4/database
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 6 hits found
wtf4	SPOG_03603	66.667	39	12	1	1	39	1	38	4.18e-10	53.9
wtf4	XP_013022188.1	64.103	39	14	0	1	39	1	39	5.28e-06	42.4
wtf4	XP_013022189.1	64.103	39	14	0	1	39	1	39	5.63e-06	42.4
wtf4	SPOG_03611	64.103	39	14	0	1	39	1	39	5.83e-06	42.4
wtf4	SPOG_02860	37.838	37	22	1	80	116	173	208	0.15	29.6
wtf4	SPOG_04995	31.373	51	34	1	6	55	7	57	0.66	26.2
# BLASTP 2.7.1+
# Query: wtf4
# Database: scy4_scy4/database
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 4 hits found
wtf4	SPOG_03603	34.583	240	111	7	1	204	1	230	5.36e-35	122
wtf4	SPOG_03611	30.224	268	111	8	1	232	1	228	5.45e-19	80.1
wtf4	XP_013022188.1	47.674	86	36	1	1	86	1	77	8.09e-15	68.6
wtf4	XP_013022189.1	47.674	86	36	1	1	86	1	77	1.16e-14	68.6
# BLASTP 2.7.1+
# Query: wtf4
# Database: scy4_scy4/database
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 4 hits found
wtf4	SPOG_03603	34.583	240	111	7	1	204	1	230	5.36e-35	122
wtf4	SPOG_03611	30.224	268	111	8	1	232	1	228	5.45e-19	80.1
wtf4	XP_013022188.1	47.674	86	36	1	1	86	1	77	8.09e-15	68.6
wtf4	XP_013022189.1	47.674	86	36	1	1	86	1	77	1.16e-14	68.6
# BLASTP 2.7.1+
# Query: wtf4
# Database: scy4_scy4/database
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 17 hits found
wtf4	SPOG_02647	77.475	2313	516	3	1	2312	1	2309	0.0	3704
wtf4	SPOG_02415	25.934	2383	1490	73	49	2306	49	2281	7.21e-171	580
wtf4	SPOG_01055	32.993	294	180	6	1711	1995	897	1182	7.07e-37	150
wtf4	SPOG_01055	27.149	221	150	5	2087	2306	1379	1589	5.30e-15	79.3
wtf4	SPOG_04721	28.906	128	82	3	2180	2307	368	486	2.00e-07	53.9
wtf4	SPOG_01257	27.778	144	79	3	2184	2305	356	496	2.94e-07	53.1
wtf4	SPOG_02350	23.669	169	102	7	124	287	180	326	0.005	38.9
wtf4	SPOG_02150	22.667	150	110	2	109	253	1092	1240	0.014	38.1
wtf4	SPOG_04104	30.392	102	54	4	161	247	169	268	0.022	37.0
wtf4	SPOG_01962	22.973	148	88	6	122	261	183	312	0.042	36.2
wtf4	SPOG_01777	23.871	155	85	7	128	278	115	240	0.087	35.4
wtf4	SPOG_04589	20.769	130	90	4	138	263	122	242	0.15	34.7
wtf4	SPOG_03543	25.893	112	62	4	126	234	191	284	0.19	34.3
wtf4	SPOG_02242	21.719	221	123	10	60	254	353	549	0.19	34.3
wtf4	SPOG_03320	25.000	160	102	6	134	287	281	428	0.34	33.5
wtf4	SPOG_00539	24.324	111	69	3	126	235	125	221	0.90	32.3
wtf4	SPOG_02175	20.382	157	102	7	109	255	732	875	0.92	32.3
# BLASTP 2.7.1+
# Query: wtf4
# Database: scy4_scy4/database
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 4 hits found
wtf4	SPOG_03603	34.749	259	125	9	1	257	1	217	8.75e-35	123
wtf4	XP_013022189.1	36.220	254	119	10	1	243	1	222	1.40e-24	96.7
wtf4	XP_013022188.1	36.325	234	114	8	1	231	1	202	1.66e-24	95.9
wtf4	SPOG_03611	33.108	296	125	12	1	291	1	228	1.71e-24	96.3
# BLASTP 2.7.1+
# Query: wtf4
# Database: scy4_scy4/database
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 4 hits found
